0.00000000	1.00000000
0.02020202	1.00000000
0.04040404	1.00000000
0.06060606	1.00000000
0.08080808	1.00000000
0.10101010	1.00000000
0.12121212	1.00000000
0.14141414	1.00000000
0.16161616	1.00000000
0.18181818	1.00000000
0.20202020	1.00000000
0.22222222	1.00000000
0.24242424	1.00000000
0.26262626	1.00000000
0.28282828	1.00000000
0.30303030	1.00000000
0.32323232	1.00000000
0.34343434	1.00000000
0.36363636	1.00000000
0.38383838	1.00000000
0.40404040	1.00000000
0.42424242	1.00000000
0.44444444	1.00000000
0.46464646	1.00000000
0.48484848	1.00000000
0.50505051	1.00000000
0.52525253	1.00000000
0.54545455	1.00000000
0.56565657	1.00000003
0.58585859	1.00000021
0.60606061	1.00000114
0.62626263	1.00000511
0.64646465	1.00001972
0.66666667	1.00006661
0.68686869	1.00020010
0.70707071	1.00054145
0.72727273	1.00133331
0.74747475	1.00301377
0.76767677	1.00629895
0.78787879	1.01225026
0.80808081	1.02229204
0.82828283	1.03814410
0.84848485	1.06164774
0.86868687	1.09449225
0.88888889	1.13788422
0.90909091	1.19223146
0.92929293	1.25692375
0.94949495	1.33027684
0.96969697	1.40966789
0.98989899	1.49184139
1.01010101	1.57332154
1.03030303	1.65084357
1.05050505	1.72171852
1.07070707	1.78407029
1.09090909	1.83692024
1.11111111	1.88013076
1.13131313	1.91424514
1.15151515	1.94027190
1.17171717	1.95945810
1.19191919	1.97308212
1.21212121	1.98227996
1.23232323	1.98790484
1.25252525	1.99041505
1.27272727	1.98978897
1.29292929	1.98547811
1.31313131	1.97642093
1.33333333	1.96114416
1.35353535	1.93796794
1.37373737	1.90530504
1.39393939	1.86201131
1.41414141	1.80771591
1.43434343	1.74305033
1.45454545	1.66971067
1.47474747	1.59032622
1.49494949	1.50815589
1.51515152	1.42667724
1.53535354	1.34915589
1.55555556	1.27828124
1.57575758	1.21592958
1.59595960	1.16307951
1.61616162	1.11986809
1.63636364	1.08574975
1.65656566	1.05970837
1.67676768	1.04047529
1.69696970	1.02671777
1.71717172	1.01717859
1.73737374	1.01076185
1.75757576	1.00657118
1.77777778	1.00391208
1.79797980	1.00227163
1.81818182	1.00128703
1.83838384	1.00071174
1.85858586	1.00038432
1.87878788	1.00020271
1.89898990	1.00010447
1.91919192	1.00005263
1.93939394	1.00002593
1.95959596	1.00001249
1.97979798	1.00000589
2.00000000	1.00000589
